67,22
50.000000,500.000000,50.000000,160.000000,Sprites/Wall.png
50.000000,160.000000,160.000000,160.000000,Sprites/Wall.png
160.000000,160.000000,160.000000,-160.000000,Sprites/Wall.png
160.000000,-160.000000,-160.000000,-160.000000,Sprites/Wall.png
-160.000000,-160.000000,-160.000000,160.000000,Sprites/Wall.png
-160.000000,160.000000,-50.000000,160.000000,Sprites/Wall.png
-50.000000,160.000000,-50.000000,500.000000,Sprites/Wall.png
-50.000000,500.000000,-300.000000,500.000000,Sprites/Wall.png
-300.000000,500.000000,-300.000000,600.000000,Sprites/Wall.png
-300.000000,600.000000,-600.000000,600.000000,Sprites/Wall.png
-600.000000,600.000000,-600.000000,500.000000,Sprites/Wall.png
-600.000000,500.000000,-900.000000,500.000000,Sprites/Wall.png
-900.000000,500.000000,-900.000000,800.000000,Sprites/Wall.png
-900.000000,800.000000,-600.000000,800.000000,Sprites/Wall.png
-600.000000,800.000000,-600.000000,700.000000,Sprites/Wall.png
-600.000000,700.000000,-300.000000,700.000000,Sprites/Wall.png
-300.000000,700.000000,-300.000000,800.000000,Sprites/Wall.png
-300.000000,800.000000,-50.000000,800.000000,Sprites/Wall.png
-50.000000,800.000000,-50.000000,1000.000000,Sprites/Wall.png
-50.000000,1000.000000,-300.000000,1000.000000,Sprites/Wall.png
-300.000000,1000.000000,-300.000000,1300.000000,Sprites/Wall.png
-300.000000,1300.000000,300.000000,1300.000000,Sprites/Wall.png
300.000000,1300.000000,300.000000,1000.000000,Sprites/Wall.png
300.000000,1000.000000,50.000000,1000.000000,Sprites/Wall.png
50.000000,1000.000000,50.000000,800.000000,Sprites/Wall.png
50.000000,800.000000,300.000000,800.000000,Sprites/Wall.png
300.000000,800.000000,300.000000,700.000000,Sprites/Wall.png
300.000000,700.000000,600.000000,700.000000,Sprites/Wall.png
600.000000,700.000000,500.000000,800.000000,Sprites/Wall.png
500.000000,800.000000,500.000000,1100.000000,Sprites/Wall.png
500.000000,1100.000000,800.000000,1100.000000,Sprites/Wall.png
800.000000,1100.000000,800.000000,900.000000,Sprites/Wall.png
800.000000,900.000000,700.000000,900.000000,Sprites/Wall.png
700.000000,900.000000,700.000000,1000.000000,Sprites/Wall.png
700.000000,1000.000000,600.000000,1000.000000,Sprites/Wall.png
600.000000,1000.000000,600.000000,800.000000,Sprites/Wall.png
600.000000,800.000000,700.000000,700.000000,Sprites/Wall.png
700.000000,700.000000,900.000000,700.000000,Sprites/Wall.png
900.000000,700.000000,900.000000,1100.000000,Sprites/Wall.png
900.000000,1100.000000,1400.000000,1100.000000,Sprites/Wall.png
1400.000000,1100.000000,1300.000000,800.000000,Sprites/Wall.png
1300.000000,800.000000,1100.000000,800.000000,Sprites/Wall.png
1100.000000,800.000000,1100.000000,900.000000,Sprites/Wall.png
1100.000000,900.000000,1200.000000,900.000000,Sprites/Wall.png
1200.000000,900.000000,1300.000000,1050.000000,Sprites/Wall.png
1300.000000,1050.000000,1000.000000,1050.000000,Sprites/Wall.png
1000.000000,1050.000000,1000.000000,700.000000,Sprites/Wall.png
1000.000000,700.000000,1000.000000,400.000000,Sprites/Wall.png
1000.000000,400.000000,1500.000000,400.000000,Sprites/Wall.png
1500.000000,400.000000,1500.000000,800.000000,Sprites/Wall.png
1500.000000,800.000000,1600.000000,800.000000,Sprites/Wall.png
1600.000000,800.000000,1600.000000,300.000000,Sprites/Wall.png
1600.000000,300.000000,900.000000,300.000000,Sprites/Wall.png
900.000000,300.000000,900.000000,600.000000,Sprites/Wall.png
900.000000,600.000000,700.000000,600.000000,Sprites/Wall.png
700.000000,600.000000,700.000000,100.000000,Sprites/Wall.png
700.000000,100.000000,400.000000,100.000000,Sprites/Wall.png
400.000000,100.000000,400.000000,200.000000,Sprites/Wall.png
400.000000,200.000000,600.000000,200.000000,Sprites/Wall.png
600.000000,200.000000,600.000000,300.000000,Sprites/Wall.png
600.000000,300.000000,300.000000,300.000000,Sprites/Wall.png
300.000000,300.000000,300.000000,400.000000,Sprites/Wall.png
300.000000,400.000000,600.000000,400.000000,Sprites/Wall.png
600.000000,400.000000,600.000000,600.000000,Sprites/Wall.png
600.000000,600.000000,300.000000,600.000000,Sprites/Wall.png
300.000000,600.000000,300.000000,500.000000,Sprites/Wall.png
300.000000,500.000000,50.000000,500.000000,Sprites/Wall.png
450.000000,150.000000,4,1
350.000000,350.000000,4,1
1525.000000,770.000000,4,2
1575.000000,770.000000,4,2
1150.000000,880.000000,4,2
1150.000000,825.000000,4,1
1200.000000,850.000000,4,0
1020.000000,1080.000000,4,0
1125.000000,350.000000,4,1
-800.000000,600.000000,4,1
-800.000000,700.000000,4,1
-700.000000,650.000000,4,0
-100.000000,1050.000000,4,0
100.000000,1050.000000,4,0
-250.000000,1250.000000,4,2
250.000000,1250.000000,4,2
-100.000000,1150.000000,4,1
100.000000,1150.000000,4,1
0.000000,1150.000000,4,1
-850.000000,650.000000,4,3
-200.000000,700.000000,4,3
200.000000,700.000000,4,4
